Oregon (PST) SNOTEL Site Mt Hood Test Site - NRCS National Water and Climate Center - ,,,,,,,,
,,,,,,,,
Site Id,Date,WTEQ.I-1 (in) ,PREC.I-1 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMIN.D-1 (degC) ,TAVG.D-1 (degC) ,SNWD.I-1 (in) 
651,4/4/2008,81.9,99.2,0.1,7.1,-4.4,0.7,201
651,4/5/2008,83.1,100.4,-3.7,0.8,-4.3,-2.8,212
651,4/6/2008,83.9,101.2,-2,1,-4.3,-2.3,213
651,4/7/2008,84.7,102,-4.2,1.2,-4.4,-2,217
651,4/8/2008,86.1,103.4,-4,0.6,-4.5,-2.9,223
651,4/9/2008,86.6,103.9,-4.4,1.5,-4.9,-3.1,223
651,4/10/2008,87.1,104.4,-2.8,2.2,-4.6,-2,222
651,4/11/2008,87.6,104.9,-3.2,2.3,-3.3,-1.2,222
651,4/12/2008,87.4,104.9,4.1,14,-3.8,4.1,216
651,4/13/2008,87,104.9,8.3,17.2,4.3,10.1,210
651,4/14/2008,86.7,104.9,-0.6,13.9,-0.9,8.1,206
651,4/15/2008,87.2,105.4,-6.3,0,-6.3,-3.2,211
651,4/16/2008,87.8,106,-3.2,-2.4,-6.5,-4.5,213
651,4/17/2008,87.9,106.1,0.5,2.4,-3.1,-0.7,209
651,4/18/2008,88,106.2,-1.7,4.4,-2.3,0.5,205
651,4/19/2008,88.4,106.6,-7.6,-1.7,-7.6,-4.6,208
651,4/20/2008,88.8,107,-7.7,-1.5,-7.9,-6.2,213
651,4/21/2008,89,107.2,-6.3,-1,-8.9,-6.1,215
651,4/22/2008,89.5,107.7,-3.9,0.2,-7.5,-4.5,217
651,4/23/2008,90.2,108.4,-1.1,1.1,-3.9,-1.1,222
651,4/24/2008,90.3,108.5,-2.8,1.3,-5.4,-2.5,223
651,4/25/2008,91.3,109.5,-3.9,1.6,-3.9,-2.1,224
651,4/26/2008,91.3,109.5,-2.5,3.8,-5,-1.2,218
651,4/27/2008,90.9,109.5,6.7,9.1,-3.3,3.3,213
651,4/28/2008,90.7,109.5,4.3,13.9,3.9,7.7,208
651,4/29/2008,90.7,109.5,-1.1,6.9,-1.1,3.4,204
651,4/30/2008,91.3,110.1,-4.3,1.2,-4.6,-2.1,213
651,5/1/2008,91.8,110.6,-4.1,0.7,-5.2,-3.1,214
651,5/2/2008,91.7,110.9,2.1,6.9,-5.5,0,210
651,5/3/2008,91.5,111.1,2.5,7.9,1.6,3.9,207
651,5/4/2008,91.2,111.3,-1.2,5,-1.4,2.1,204
651,5/5/2008,90.8,111.3,3.7,13.4,-2.5,5,201
651,5/6/2008,90.2,111.3,4.8,13,3.5,7.4,199
651,5/7/2008,89.5,111.3,0.6,6.3,0.6,3.5,197
651,5/8/2008,89,111.3,-2.6,3.1,-2.8,-0.2,195
651,5/9/2008,88.7,111.3,-3.1,2.8,-4.1,-1.5,194
651,5/10/2008,88.1,111.3,3.3,8.6,-4.7,2.2,192
651,5/11/2008,88,111.7,-0.3,8,-0.4,3.9,190
651,5/12/2008,88.5,112.4,-2.8,1.1,-3,-1.2,194
651,5/13/2008,88.4,112.7,1.5,6.3,-3.4,0.7,191
651,5/14/2008,88.3,113.3,4.8,5.1,0.7,3.5,189
651,5/15/2008,87.6,113.3,8.6,12,4.6,7.2,185
651,5/16/2008,86.2,113.3,16.7,17.7,6.7,14,179
651,5/17/2008,84.3,113.4,12,20.8,11.7,15.9,172
651,5/18/2008,82,113.4,10.3,22.8,10.1,16,168
651,5/19/2008,80.1,113.4,10.3,17.6,8.4,12.4,165
651,5/20/2008,78.8,113.4,9,17.5,7.4,11.9,162
651,5/21/2008,78.6,114.6,-0.8,9.2,-0.8,2.8,164
651,5/22/2008,79.6,115.5,-1.1,1.5,-1.1,0.1,168
651,5/23/2008,79.8,115.7,0.2,2.1,-1.9,0.3,166
651,5/24/2008,79.4,116.3,6,6.2,0.1,2.9,165
651,5/25/2008,78.2,116.3,5.4,13.2,5.1,7.8,162
651,5/26/2008,77.7,116.3,5.5,10.1,4.5,6.2,160
651,5/27/2008,76.8,116.3,4.2,9.2,4,6.1,157
651,5/28/2008,76.1,116.3,5.9,12,4.1,6.8,156
651,5/29/2008,75.3,116.5,3.9,7.3,3.7,5.4,153
651,5/30/2008,74.3,116.5,3.2,7.6,2.5,4.4,150
651,5/31/2008,73.3,116.5,6.7,11.9,1.6,6.6,148
651,6/1/2008,72.1,116.5,4.2,11.6,4.1,7.2,144
651,6/2/2008,71.2,116.5,0.9,5.4,0.9,3.1,143
651,6/3/2008,70.5,116.6,4.1,8.8,0,3.8,141
651,6/4/2008,70.5,117.6,-0.1,4.4,-0.1,2.9,141
651,6/5/2008,70.5,117.9,0.5,2.3,-0.6,0.6,141
651,6/6/2008,70.2,118.4,0.4,3.4,0.3,1.7,140
651,6/7/2008,71.4,119.7,0.5,0.9,-0.8,0.2,148
651,6/8/2008,71.9,120.3,0.7,2.2,-0.2,0.9,147
651,6/9/2008,71.5,120.3,4.8,10.4,0.4,5.7,144
651,6/10/2008,71.4,120.7,-3,5,-3,2.7,144
651,6/11/2008,73.5,122.5,0.6,1.1,-3,-0.2,154
651,6/12/2008,73.6,122.5,0.8,2.5,-0.3,0.8,150
651,6/13/2008,73.1,122.5,8.9,13.3,-0.3,7,147
651,6/14/2008,72.1,122.5,5.1,13.1,5,9.1,144
651,6/15/2008,71.3,122.5,6.3,12.9,4.9,9.1,141
651,6/16/2008,70.4,122.5,7.7,13.1,5.9,9.7,139
651,6/17/2008,69.2,122.5,5.8,14.9,5.4,10.3,136
651,6/18/2008,67.8,122.5,4.3,9.3,3.6,6,132
651,6/19/2008,66.6,122.5,5,9.4,1.6,5.7,130
651,6/20/2008,65.1,122.5,10.3,15.3,4.3,10,127
651,6/21/2008,63.8,122.5,13,18.6,9.5,14,123
651,6/22/2008,62.3,122.5,6,18,5.6,12.8,121
651,6/23/2008,60.8,122.5,5.2,10.7,4.4,7.1,118
651,6/24/2008,59.9,122.5,6.2,11.8,3.5,7.5,115
651,6/25/2008,58.6,122.5,7.5,13.7,3.7,8.9,114
651,6/26/2008,57.3,122.5,6.1,13.4,5.4,9.1,110
651,6/27/2008,55.8,122.5,9.1,12.5,5.3,8.5,107
651,6/28/2008,54.6,122.5,18.5,21.4,8.6,15.8,101
651,6/29/2008,52.7,122.5,14.5,24.7,13.4,19,95
651,6/30/2008,50.3,122.5,15.6,27.3,12,18.6,90
651,7/1/2008,48.1,122.5,13.5,23.2,12.9,17.2,86
651,7/2/2008,46.1,122.7,14.6,21,12.3,16.9,82
651,7/3/2008,44,122.7,12.4,23,11.9,17.6,77
651,7/4/2008,41.7,122.7,9.9,17.3,9.9,13.3,74
651,7/5/2008,39.4,122.8,8.1,10.3,6.7,8.6,71
651,7/6/2008,38.1,122.8,7.7,11.1,7.2,8.9,69
651,7/7/2008,36.5,122.8,10.1,13.9,5.1,9.6,66
651,7/8/2008,34.9,122.8,10,18.1,9.5,13.7,62
651,7/9/2008,33.5,122.8,12.8,22,9.8,15.8,59
651,7/10/2008,31.6,122.8,12,21.3,12,16.4,55
651,7/11/2008,28.7,122.8,7.9,13.9,6.8,11,53
651,7/12/2008,27.1,122.8,13.7,17.7,6.4,12.1,49
651,7/13/2008,25,122.8,13.7,22.6,13.5,17,45
651,7/14/2008,22.7,122.8,13.9,21.9,13,17.1,42
651,7/15/2008,20.2,122.8,12.9,22,12.2,16.8,38
651,7/16/2008,18.2,122.8,13.5,20.5,12,15.7,35
651,7/17/2008,16.3,122.8,11.2,17.5,9.8,13.6,32
651,7/18/2008,14.8,122.8,10.3,16.7,9,12.4,28
651,7/19/2008,13.4,122.8,10.5,14.8,7.7,10.7,25
651,7/20/2008,12,122.8,12,19,9.6,13.9,22
651,7/21/2008,10.3,122.8,14.2,22.6,11.4,16.7,19
651,7/22/2008,8.2,122.8,10.9,20.4,10.2,15.1,15
651,7/23/2008,5.9,122.8,3.8,11.7,3.8,8.2,11
651,7/24/2008,4,122.8,8.7,12.6,1.9,7.1,8
651,7/25/2008,2.5,122.8,11,20.2,7.6,13.9,5
651,7/26/2008,1.3,122.8,10,16.5,9.7,12.8,3
651,7/27/2008,0,122.8,9.4,17.2,9.2,12,0
651,7/28/2008,0,122.8,6.3,10.1,6.3,8.3,0
651,7/29/2008,0,123,9,19,5.6,11.6,0
651,7/30/2008,0,123.3,6.9,10.8,6.9,8.8,0
651,7/31/2008,0,123.3,8.8,14,4.2,8.2,0
651,8/1/2008,0,123.3,9.2,18.5,8.1,12.3,0
651,8/2/2008,0,124.2,8.1,10.8,7.5,8.9,0
651,8/3/2008,0,124.2,7.9,10.7,5.7,7.7,0
651,8/4/2008,0,124.2,12.6,17.1,6.9,12.1,0
651,8/5/2008,0,124.2,15.6,21.5,12.5,16.1,0
651,8/6/2008,0,124.2,20.1,24.3,14.8,19.9,0
651,8/7/2008,0,124.2,15.2,22.7,14.6,18.7,0
651,8/8/2008,0,124.2,14.4,23.7,13.4,17.9,0
651,8/9/2008,0,124.2,9.4,18,9.1,14.3,0
651,8/10/2008,0,124.2,5.7,11.4,5.7,8,0
651,8/11/2008,0,124.2,8.9,12.7,4.6,8.1,0
651,8/12/2008,0,124.2,13.1,18.4,8.8,13,0
651,8/13/2008,0,124.2,12.7,18.8,11.5,14.2,0
651,8/14/2008,0,124.2,16.2,21.1,11.1,16,0
651,8/15/2008,0,124.2,18.8,24.8,15.7,19.7,0
651,8/16/2008,0,124.2,20,27.3,18.3,22,0
651,8/17/2008,0,124.2,21.7,30.2,19,24,0
651,8/18/2008,0,124.2,16.9,27.5,15.2,21.2,0
651,8/19/2008,0,124.8,8.7,17.8,8.6,12.9,0
651,8/20/2008,0,125.7,9.7,12.6,7.5,9.2,0
651,8/21/2008,0,127,4.8,10.4,4.8,9,0
651,8/22/2008,0,127.2,4.2,7.1,3.5,5.3,0
651,8/23/2008,0,127.2,10.3,16.9,3.6,10.1,0
651,8/24/2008,0,127.2,12.4,20.7,10.1,14.9,0
651,8/25/2008,0,127.2,9.1,17.9,9.1,13.2,0
651,8/26/2008,0,127.5,3.7,9.1,3.7,6.4,0
651,8/27/2008,0,127.6,6.8,12.7,1.7,7,0
651,8/28/2008,0,127.6,5.7,7.8,5.1,6.6,0
651,8/29/2008,0,127.6,13,16.2,4.5,11.5,0
651,8/30/2008,0,127.6,9,17.9,9,13.5,0
651,8/31/2008,0,127.7,1.8,9,1.8,4.5,0
651,9/1/2008,0,128,2.3,4,0.9,2.1,0
651,9/2/2008,0,128,4.5,7.9,0.6,4,0
651,9/3/2008,0,128,6.4,13.1,3.7,8.2,0
651,9/4/2008,0,128,10.1,13.6,5.6,9.2,0
651,9/5/2008,0,128,9.1,15.4,7.3,10.6,0
651,9/6/2008,0,128,9.2,16.7,8,11.9,0
651,9/7/2008,0,128,11.8,18.1,8.2,12.4,0
651,9/8/2008,0,128,11.3,15.4,10.5,12.4,0
651,9/9/2008,0,128,10.2,18.2,9.9,13.1,0
651,9/10/2008,0,128,8.1,15.8,7,11.5,0
651,9/11/2008,0,128,13.5,16.1,6.9,11.2,0
651,9/12/2008,0,128,12.4,18.4,11.8,14.3,0
651,9/13/2008,0,128,11.6,18.4,9.9,13.7,0
651,9/14/2008,0,128,12,17.1,7.7,12.5,0
651,9/15/2008,0,128,14.9,20,11.9,15.5,0
651,9/16/2008,0,128,17.2,24.1,14.3,18.8,0
651,9/17/2008,0,128,20.6,25.2,16.4,20.2,0
651,9/18/2008,0,128,14.5,23,14.3,18.8,0
651,9/19/2008,0,128,13.9,19.7,12.3,15.5,0
651,9/20/2008,0,128,7.8,17.7,7.4,13.6,0
651,9/21/2008,0,128.1,3.6,9.7,3.5,5.4,0
651,9/22/2008,0,128.6,4,6.5,3.6,4.8,0
651,9/23/2008,0,128.9,-0.6,4.2,-0.6,1.9,0
651,9/24/2008,0,128.9,10.1,13.1,-0.8,6.1,0
651,9/25/2008,0,129.2,7.4,14.8,6.8,9.7,0
651,9/26/2008,0,129.2,3.6,7.4,3.4,4.9,0
651,9/27/2008,0,129.2,7,14.2,3.2,8.4,0
651,9/28/2008,0,129.2,10,15.6,6.2,10.7,0
651,9/29/2008,0,129.2,15.7,17.9,9.8,14.8,0
651,9/30/2008,0,129.2,19,20.5,14.6,17.6,0
651,10/1/2008,0,0,17.3,21,13.8,17.2,0
651,10/2/2008,0,0,15.1,17.7,13,16,0
651,10/3/2008,0,0.3,6.2,15.5,6.2,9.4,0
651,10/4/2008,0,1.1,6.7,7.5,5.5,6.7,0
651,10/5/2008,0,2.5,2.2,6.7,1.8,4.1,0
651,10/6/2008,0,3,6.2,6.2,1.1,3.2,0
651,10/7/2008,0,3.3,6.8,8.6,5.3,6.6,0
651,10/8/2008,0,3.9,-0.9,6.8,-0.9,2.3,3
651,10/9/2008,0,3.9,-1.3,4.3,-2,0.7,2
651,10/10/2008,0.4,4.3,-3.1,0.5,-3.1,-1.7,1
651,10/11/2008,0.4,4.3,-0.7,1.9,-5.1,-1.4,2
651,10/12/2008,0.4,4.3,-0.8,4.6,-1.4,0.3,4
651,10/13/2008,0.5,4.4,7.8,8.6,-1.2,2.2,0
651,10/14/2008,0.2,4.4,4.6,10.3,4,6.8,0
651,10/15/2008,0.1,4.4,1.7,6.3,-0.4,2.6,0
651,10/16/2008,0.1,4.4,4.7,6.6,-1,2.9,0
651,10/17/2008,0.1,4.4,8,8.6,3.4,6,0
651,10/18/2008,0.1,4.4,7.6,14.4,7.5,10.1,0
651,10/19/2008,0.1,4.4,4.1,8.4,3,6.1,3
651,10/20/2008,0.1,4.4,5.6,11,3.2,6.8,0
651,10/21/2008,0.9,5.4,-1.2,5.7,-1.2,2,4
651,10/22/2008,0.9,5.4,4.3,4.8,-3.7,0.6,3
651,10/23/2008,0.9,5.4,9.3,11.5,3.8,7.6,2
651,10/24/2008,0.6,5.4,4.3,10.1,0.5,6.1,1
651,10/25/2008,0.4,5.4,7.6,11.8,4.2,8.3,0
